icao,iata,name,city,subd,country,elevation,lat,lon,tz,lid
EDKD,,Altena-Hegenscheid Airport,Altena,North-Rhine-Westphalia,DE,1552,51.3130569458,7.7041668892,Europe/Berlin,
EDKF,,Bergneustadt/Auf dem Dumpel Airport,Bergneustadt,North-Rhine-Westphalia,DE,1604,51.0522232056,7.7072219849,Europe/Berlin,
EDKH,,Hunsborn Airport,Freudenberg,North-Rhine-Westphalia,DE,1306,50.9286117554,7.8991670609,Europe/Berlin,
EDKI,,Betzdorf-Kirchen Airport,Betzdorf,Rheinland-Pfalz,DE,1125,50.8172225952,7.8305559158,Europe/Berlin,
EDKL,,Leverkusen Airport,Leverkusen,North-Rhine-Westphalia,DE,157,51.0152778625,7.0055561066,Europe/Berlin,
EDKM,,Meschede-Schuren Airport,Meschede,North-Rhine-Westphalia,DE,1434,51.3027763367,8.2391672134,Europe/Berlin,
EDKN,,Wipperfurth-Neye Airport,Wipperfurth,North-Rhine-Westphalia,DE,863,51.124168396,7.3736109734,Europe/Berlin,
EDKO,,Brilon/Hochsauerlandkreis Airport,Brilon,North-Rhine-Westphalia,DE,1509,51.4025001526,8.641667366,Europe/Berlin,
EDKP,,Plettenberg-Huinghausen Airport,Plettenberg,North-Rhine-Westphalia,DE,981,51.1919441223,7.7911109924,Europe/Berlin,
EDKR,,Schmallenberg-Rennefeld Airport,Schmallenberg,North-Rhine-Westphalia,DE,1529,51.1616668701,8.26222229,Europe/Berlin,
EDKU,,Attendorn-Finnentrop Airport,Attendorn,North-Rhine-Westphalia,DE,1040,51.1458320618,7.9366669655,Europe/Berlin,
EDKV,,Dahlemer Binz Airport,Dahlheim,North-Rhine-Westphalia,DE,1896,50.4055557251,6.5288891792,Europe/Berlin,
EDKW,,Werdohl-Kuntrop Airport,Werdohl,North-Rhine-Westphalia,DE,1037,51.2972221375,7.818333149,Europe/Berlin,
EDKZ,,Meinerzhagen Airport,Meinerzhagen,North-Rhine-Westphalia,DE,1549,51.0999984741,7.5999999046,Europe/Berlin,
EDLA,,Arnsberg-Menden Airport,Neheim-Husten,North-Rhine-Westphalia,DE,794,51.4838905334,7.8983330727,Europe/Berlin,
EDLB,,Borkenberge Airport,Dulmen,North-Rhine-Westphalia,DE,157,51.7799987793,7.2880558968,Europe/Berlin,
EDLC,,Kamp-Lintfort Airport,Rheinberg,North-Rhine-Westphalia,DE,85,51.5291671753,6.536110878,Europe/Berlin,
EDLD,,Dinslaken/Schwarze Heide Airport,Bottrop-Kirchhellen,North-Rhine-Westphalia,DE,217,51.6161117554,6.8652777672,Europe/Berlin,
EDLE,ESS,Essen Mulheim Airport,,North-Rhine-Westphalia,DE,424,51.4023017883,6.9373297691,Europe/Berlin,
EDLF,,Grefrath-Niershorst Airport,Grefrath,North-Rhine-Westphalia,DE,105,51.3338890076,6.3594441414,Europe/Berlin,
EDLG,,Goch-Asperden Airport,Goch,North-Rhine-Westphalia,DE,52,51.6908340454,6.1041669846,Europe/Berlin,
EDLH,,Hamm-Lippewiesen Airport,Hamm,North-Rhine-Westphalia,DE,190,51.6897201538,7.8161110878,Europe/Berlin,
EDLI,BFE,Bielefeld Airport,Bielefeld,North-Rhine-Westphalia,DE,433,51.9647216797,8.5444440842,Europe/Berlin,
EDLJ,,Detmold Airport,Detmold,North-Rhine-Westphalia,DE,650,51.9408340454,8.9047222137,Europe/Berlin,
EDLK,,Krefeld-Egelsberg Airport,Krefeld,North-Rhine-Westphalia,DE,141,51.3849983215,6.5877780914,Europe/Berlin,
EDLM,ZOJ,Marl-Loemuhle Airport,Marl,North-Rhine-Westphalia,DE,240,51.6472015381,7.1633300781,Europe/Berlin,
EDLN,MGL,Monchengladbach Airport,Monchengladbach,North-Rhine-Westphalia,DE,125,51.2302780151,6.5044441223,Europe/Berlin,
EDLO,,Oerlinghausen Airport,Oerlinghausen,North-Rhine-Westphalia,DE,558,51.932220459,8.6616668701,Europe/Berlin,
EDLP,PAD,Paderborn Lippstadt Airport,Paderborn,North-Rhine-Westphalia,DE,699,51.6141014099,8.6163196564,Europe/Berlin,
EDLR,,Paderborn-Haxterberg Airport,Paderborn,North-Rhine-Westphalia,DE,801,51.688331604,8.7752780914,Europe/Berlin,
EDLS,,Stadtlohn-Vreden Airport,Stadtlohn,North-Rhine-Westphalia,DE,157,51.9958343506,6.8405561447,Europe/Berlin,
EDLT,,Munster-Telgte Airport,Munster,North-Rhine-Westphalia,DE,177,51.944442749,7.7738890648,Europe/Berlin,
EDLU,,Oelde Bergeler Airport,,North-Rhine-Westphalia,DE,269,51.8306007385,8.1747198105,Europe/Berlin,
EDLV,NRN,Niederrhein Airport,Weeze,North-Rhine-Westphalia,DE,106,51.6024017334,6.1421699524,Europe/Berlin,
EDLW,DTM,Dortmund Airport,Dortmund,North-Rhine-Westphalia,DE,425,51.5182991028,7.6122398377,Europe/Berlin,
EDLX,,Wesel-Romerwardt Airport,Wesel,North-Rhine-Westphalia,DE,72,51.662776947,6.5958328247,Europe/Berlin,
EDLY,,Borken-Hoxfeld Airport,Borken,North-Rhine-Westphalia,DE,157,51.8533325195,6.8147220612,Europe/Berlin,
EDLZ,,Soest/Bad Sassendorf Airport,Bad Sassendorf,North-Rhine-Westphalia,DE,394,51.5780563354,8.2147216797,Europe/Berlin,
EDMA,AGB,Augsburg Airport,Augsburg,Bavaria,DE,1516,48.42527771,10.9316673279,Europe/Berlin,
EDMB,,Biberach a.d. Ris Airport,Biberach an der Ris,Baden-Wuerttemberg,DE,1903,48.1111106873,9.7627782822,Europe/Berlin,
EDMC,,Blaubeuren Airport,Blaubeuren,Baden-Wuerttemberg,DE,2218,48.4197235107,9.798333168,Europe/Berlin,
EDMD,,Dachau-Grobenried Airport,Dachau,Bavaria,DE,1608,48.2283325195,11.4230556488,Europe/Berlin,
EDME,,Eggenfelden Airport,Eggenfelden,Bavaria,DE,1342,48.3961105347,12.723610878,Europe/Berlin,
EDMF,,Furstenzell Airport,Furstenzell,Bavaria,DE,1345,48.5180549622,13.3458328247,Europe/Berlin,
EDMG,,Gunzburg-Donauried Airport,Gunzburg,Bavaria,DE,1457,48.4866676331,10.2833328247,Europe/Berlin,
EDMH,,Gunzenhausen-Reutberg Airport,Gunzenhausen,Bavaria,DE,1591,49.1119422913,10.7808332443,Europe/Berlin,
EDMI,,Illertissen Airport,Illertissen,Bavaria,DE,1680,48.2350006104,10.1374998093,Europe/Berlin,
EDMJ,,Jesenwang Airport,Jesenwang,Bavaria,DE,1860,48.1741676331,11125,Europe/Berlin,
EDMK,,Kempten-Durach Airport,Kempten,Bavaria,DE,2339,47.6919441223,10.3380556107,Europe/Berlin,
EDML,,Landshut Airport,Landshut,Bavaria,DE,1312,48.5116653442,12.0333328247,Europe/Berlin,
EDMN,,Mindelheim-Mattsies Airport,Mindelheim,Bavaria,DE,1857,48.1069450378,10.5249996185,Europe/Berlin,
EDMO,OBF,Oberpfaffenhofen Airport,,Bavaria,DE,1947,48.081401825,11.2831001282,Europe/Berlin,
EDMP,,Vilsbiburg Airport,Vilsbiburg,Bavaria,DE,1450,48.426109314,12.3452777863,Europe/Berlin,
EDMQ,,Donauworth-Genderkingen Airport,Donauworth,Bavaria,DE,1312,48.7027778625,10.851111412,Europe/Berlin,
EDMS,RBM,Straubing Airport,Straubing,Bavaria,DE,1047,48.9008331299,12.516667366,Europe/Berlin,
EDMT,,Tannheim Airport,Tannheim,Baden-Wuerttemberg,DE,1903,48.0099983215,10.098610878,Europe/Berlin,
EDMU,,Gundelfingen Airport,Gundelfingen a.d.Donau,Bavaria,DE,1447,48.569442749,10.3588886261,Europe/Berlin,
EDMV,,Vilshofen Airport,Vilshofen,Bavaria,DE,991,48.6349983215,13.195555687,Europe/Berlin,
EDMW,,Deggendorf Airport,Deggendorf,Bavaria,DE,1030,48.8302764893,12.8797216415,Europe/Berlin,
EDMY,,Muhldorf Airport,Muhldorf am Inn,Bavaria,DE,1325,48.2794456482,12.5005559921,Europe/Berlin,
EDNA,,Ampfing-Waldkraiburg Airport,Ampfing,Bavaria,DE,1362,48.2636108398,12.4116668701,Europe/Berlin,
EDNB,,Arnbruck Airport,Arnbruck,Bavaria,DE,1716,49.1247215271,12.9855556488,Europe/Berlin,
EDNC,,Beilngries Airport,Beilngries,Bavaria,DE,1211,49.0213890076,11.4847221375,Europe/Berlin,
EDND,,Dinkelsbuhl-Sinbronn Airport,Dinkelsbuhl,Bavaria,DE,1598,49.0649986267,10.4011106491,Europe/Berlin,
EDNE,,Erbach Airport,Erbach,Baden-Wuerttemberg,DE,1558,48.3422203064,9.9161109924,Europe/Berlin,
EDNF,,Elsenthal Grafe Airport,,Bavaria,DE,1417,48.8224983215,13.3675003052,Europe/Berlin,
EDNG,,Giengen/Brenz Airport,Giengen an der Brenz,Baden-Wuerttemberg,DE,1696,48.6341667175,10.2163887024,Europe/Berlin,
EDNH,,Bad Worishofen-Nord Airport,Bad Worishofen,Bavaria,DE,1220,48.0163879395,10.6161108017,Europe/Berlin,
EDNI,,Berching Airport,Berching,Bavaria,DE,1266,49.1305541992,11.4430561066,Europe/Berlin,
EDNJ,,Neuburg-Egweil Airport,Neuburg an der Donau,Bavaria,DE,1345,48.7819442749,11.2152776718,Europe/Berlin,
EDNK,,Kirchdorf/Inn Airport,Kirchdorf am Inn,Bavaria,DE,1138,48.2383346558,12.9766674042,Europe/Berlin,
EDNL,,Leutkirch-Unterzeil Airport,Leutkirch,Baden-Wuerttemberg,DE,2100,47.8588905334,10.014166832,Europe/Berlin,
EDNM,,Nittenau-Bruck Airport,Nittenau,Bavaria,DE,1161,49.2224998474,12.296667099,Europe/Berlin,
EDNO,,Nordlingen Airport,Nordlingen,Bavaria,DE,1385,48.8705558777,10.5050001144,Europe/Berlin,
EDNP,,Pfarrkirchen Airport,Pfarrkirchen,Bavaria,DE,1266,48.4202766418,12.8647222519,Europe/Berlin,
EDNQ,,Bopfingen Airport,Bopfingen,Baden-Wuerttemberg,DE,2028,48.8480567932,10.3338890076,Europe/Berlin,
EDNR,,Regensburg-Oberhub Airport,Regensburg,Bavaria,DE,1299,49.1419448853,12.0819444656,Europe/Berlin,
EDNS,,Schwabmunchen Airport,Schwabmunchen,Bavaria,DE,1804,48.1791687012,10.7027778625,Europe/Berlin,
EDNT,,Treuchtlingen-Bubenheim Airport,Treuchtlingen,Bavaria,DE,1345,48.9961128235,10.8841667175,Europe/Berlin,
EDNU,,Thannhausen Airport,Thannhausen,Bavaria,DE,1611,48.2900009155,10.4419441223,Europe/Berlin,
EDNV,,Vogtareuth Airport,Vogtareuth,Bavaria,DE,1535,47.9461097717,12.2047224045,Europe/Berlin,
EDNW,,Weisenhorn Airport,Weisenhorn,Bavaria,DE,1644,48.2894439697,10.1402778625,Europe/Berlin,
EDNX,,Oberschleisheim Airfield,Oberschleisheim,Bavaria,DE,1594,48.2394447327,11.5613889694,Europe/Berlin,
EDNY,FDH,Friedrichshafen Airport,Friedrichshafen,Baden-Wuerttemberg,DE,1367,47.6712989807,9.5114898682,Europe/Berlin,
EDNZ,,Zell-Haidberg Airport,Zell im Fichtelgebirge,Bavaria,DE,2083,50.1369438171,11.7944440842,Europe/Berlin,
EDOA,,Auerbach Airport,Auerbach/Vogtl.,Saxony,DE,1880,50.4988899231,12.3777780533,Europe/Berlin,
EDOB,,Bad Berka Airport,Bad Berka,Thuringia,DE,1001,50.9044456482,11.2602777481,Europe/Berlin,
EDOC,,Gardelegen Airport,Gardelegen,Saxony-Anhalt,DE,230,52.5272216797,11.3513889313,Europe/Berlin,
EDOD,,Reinsdorf Airport,Reinsdorf,Brandenburg,DE,335,51.9008331299,13.1944437027,Europe/Berlin,
EDOE,,Bohlen Airport,Bohlen,Saxony,DE,430,51.2138900757,12.3636112213,Europe/Berlin,
EDOF,,Bad Frankenhausen Airport,Bad Frankenhausen,Thuringia,DE,761,51.3725013733,11.1413888931,Europe/Berlin,
EDOG,,Torgau-Beilrode Airport,Torgau,Saxony,DE,269,51.5711669922,13.0521669388,Europe/Berlin,
EDOH,,Langhennersdorf Airport,Freiberg,Saxony,DE,1266,50.9483337402,13.2616672516,Europe/Berlin,
EDOI,,Bienenfarm Airport,Nauen,Brandenburg,DE,131,52.6616668701,12.7458333969,Europe/Berlin,
EDOJ,,Lusse Airport,Lusse,Brandenburg,DE,217,52.1411094666,12.6647224426,Europe/Berlin,
EDOK,,Rudolstadt-Groschwitz Airport,Rudolstadt,Thuringia,DE,1535,50.7327766418,11.2361106873,Europe/Berlin,
EDOL,FRF,Oschersleben Airport,Oschersleben,Saxony-Anhalt,DE,344,52.0380554199,11.2055559158,Europe/Berlin,
EDOM,,Klein Muhlingen Airport,Calbe,Saxony-Anhalt,DE,171,51.9474983215,11.7697219849,Europe/Berlin,
EDON,,Neuhardenberg Airport,Neuhardenberg,Brandenburg,DE,39,52.6130561829,14.2427778244,Europe/Berlin,
EDOP,SZW,Schwerin Parchim Airport,,Mecklenburg-Vorpommern,DE,166,53.4269981384,11.7833995819,Europe/Berlin,
EDOQ,,Oschatz Airport,Oschatz,Saxony,DE,502,51.2966651917,13.078332901,Europe/Berlin,
EDOR,,Stolln-Rhinow Airport,Rhinow,Brandenburg,DE,138,52.7408332825,12.3900003433,Europe/Berlin,
EDOS,,Pennewitz Airport,Pennewitz,Thuringia,DE,1506,50.6694450378,11.0505561829,Europe/Berlin,
EDOT,,Greiz-Obergrochlitz Airport,Greiz,Thuringia,DE,1266,50.644443512,12.1763887405,Europe/Berlin,
EDOU,,Weimar-Umpferstedt Airport,Weimar,Thuringia,DE,984,50.9647216797,11.4002780914,Europe/Berlin,
EDOV,,Stendal-Borstel Airport,Stendal,Saxony-Anhalt,DE,184,52.6288871765,11.818611145,Europe/Berlin,
EDOW,,Waren-Vielist Airport,Waren,Mecklenburg-Vorpommern,DE,282,53.5683326721,12.6527776718,Europe/Berlin,
EDOX,,Renneritz Airport,Sandersdorf,Saxony-Anhalt,DE,308,51.594165802,12.2372217178,Europe/Berlin,
EDOZ,,Schonebeck-Zackmunde Airport,Schonebeck,Saxony-Anhalt,DE,167,51.9966659546,11.7908334732,Europe/Berlin,
EDPA,,Aalen-Heidenheim/Elchingen Airport,Aalen,Baden-Wuerttemberg,DE,1916,48.7777786255,10.2647218704,Europe/Berlin,
EDPB,,Bad Ditzenbach Airport,Bad Ditzenbach,Baden-Wuerttemberg,DE,2362,48.5627784729,9.7288894653,Europe/Berlin,
EDPC,,Bad Endorf Joll Airport,,Bavaria,DE,1690,47.9268989563,12.2871999741,Europe/Berlin,
EDPD,,Dingolfing Airport,Dingolfing,Bavaria,DE,1165,48.6569442749,12.5005559921,Europe/Berlin,
EDPE,,Eichstatt Airport,Eichstatt,Bavaria,DE,1713,48.8769454956,11.1822223663,Europe/Berlin,
EDPF,,Schwandorf Airport,Schwandorf,Bavaria,DE,1270,49.3397216797,12.1880559921,Europe/Berlin,
EDPG,,Griesau Airport,Pfatter,Bavaria,DE,1060,48.9538879395,12.4213886261,Europe/Berlin,
EDPH,,Schwabach-Heidenberg Airport,Schwabach,Bavaria,DE,1181,49.268611908,11.009721756,Europe/Berlin,
EDPJ,,Laichingen Airport,Laichingen,Baden-Wuerttemberg,DE,2434,48.4969444275,9.6402778625,Europe/Berlin,
EDPK,,Schonberg Airport,Seebruck,Bavaria,DE,1946,48.0477790833,12.5005559921,Europe/Berlin,
EDPM,,Donzdorf Airport,Donzdorf,Baden-Wuerttemberg,DE,2274,48.6780548096,9.8436107635,Europe/Berlin,
EDPO,,Neumarkt/Obf. Airport,Neumarkt in der Oberpfalz,Bavaria,DE,1394,49.2855567932,11.4430561066,Europe/Berlin,
EDPQ,,Schmidgaden Airport,Schmidgaden,Bavaria,DE,1247,49.4294433594,12.0980558395,Europe/Berlin,
EDPS,,Sonnen Airport,Waldkirchen,Bavaria,DE,2674,48.6827774048,13.6947221756,Europe/Berlin,
EDPT,,Gerstetten Airport,Gerstetten,Baden-Wuerttemberg,DE,1975,48.6202774048,10.0583333969,Europe/Berlin,
EDPU,,Bartholoma-Amalienhof Airport,Bartholoma,Baden-Wuerttemberg,DE,984,48.7466659546,10.0050001144,Europe/Berlin,
EDPW,,Thalmassing-Waizenhofen Airport,Thalmassing,Bavaria,DE,1893,49.0641670227,11.2091665268,Europe/Berlin,
EDPY,,Ellwangen Airport,Ellwangen,Baden-Wuerttemberg,DE,1650,48.9611091614,10.2363891602,Europe/Berlin,
EDQB,,Bad Windsheim Airport,Bad Windsheim,Bavaria,DE,1220,49.5099983215,10.3663892746,Europe/Berlin,
EDQC,,Coburg-Brandensteinsebene Airport,Coburg,Bavaria,DE,1490,50.2625007629,10.9955558777,Europe/Berlin,
EDQD,BYU,Bayreuth Airport,Bayreuth,Bavaria,DE,1601,49.9850006104,11.6400003433,Europe/Berlin,
EDQE,,Burg Feuerstein Airport,Ebermannstadt,Bavaria,DE,1673,49.7941665649,11.1336107254,Europe/Berlin,
EDQF,QOB,Ansbach-Petersdorf Airport,Ansbach,Bavaria,DE,1371,49.3611106873,10.6694440842,Europe/Berlin,
EDQG,,Giebelstadt Airport,Giebelstadt,Bavaria,DE,981,49.6480560303,9.9663887024,Europe/Berlin,
EDQH,,Herzogenaurach Airport,Herzogenaurach,Bavaria,DE,1070,49.5825004578,10.8780555725,Europe/Berlin,
EDQI,,Lauf-Lillinghof Airport,Lauf an der Pegnitz,Bavaria,DE,1788,49.6052780151,11.2838888168,Europe/Berlin,
EDQK,,Kulmbach Airport,Kulmbach,Bavaria,DE,1660,50.1349983215,11.4597215652,Europe/Berlin,
EDQL,,Lichtenfels Airport,Lichtenfels,Bavaria,DE,853,50.1486091614,11.0480556488,Europe/Berlin,
EDQM,HOQ,Hof-Plauen Airport,Hof,Bavaria,DE,1959,50.2886123657,11.8563890457,Europe/Berlin,
EDQN,,Neustadt/Aisch Airport,Neustadt an der Aisch,Bavaria,DE,1198,49.5875015259,10.5775003433,Europe/Berlin,
EDQO,,Ottengruner Heide Airport,Helmbrechts,Bavaria,DE,1880,50.2258338928,11.7316665649,Europe/Berlin,
EDQP,,Rosenthal-Field Plossen Airport,Speichersdorf,Bavaria,DE,1496,49.8633346558,11.7877779007,Europe/Berlin,
EDQR,,Ebern-Sendelbach Airport,Ebern,Bavaria,DE,827,50.0394439697,10.8227777481,Europe/Berlin,
EDQS,,Suhl-Goldlauter Airport,Goldlauter-Heidersbach,Thuringia,DE,1923,50.631942749,10.7274999619,Europe/Berlin,
EDQT,,Hasfurt-Schweinfurt Airport,Hasfurt,Bavaria,DE,719,50.0180549622,10.5294437408,Europe/Berlin,
EDQW,,Weiden in der Oberpfalz Airport,Weiden in der Oberpfalz,Bavaria,DE,1329,49.6789016724,12.116399765,Europe/Berlin,
EDQX,,Hetzleser Berg Airport,Neunkirchen am Brand,Bavaria,DE,1765,49.6422233582,11.1622219086,Europe/Berlin,
EDQY,,Coburg-Steinrucken Airport,Coburg,Bavaria,DE,1184,50.230556488,10.9958333969,Europe/Berlin,
EDQZ,,Pegnitz-Zipser Berg Airport,Pegnitz,Bavaria,DE,1791,49.76222229,11.57472229,Europe/Berlin,
EDRA,,Bad Neuenahr-Ahrweiler Airport,Bad Neuenahr,Rheinland-Pfalz,DE,673,50.5577774048,7.1363887787,Europe/Berlin,
EDRB,BBJ,Bitburg Airport,Bitburg,Rheinland-Pfalz,DE,1220,49.9452781677,6.5650000572,Europe/Berlin,
EDRD,,Neumagen-Dhron Airport,Neumagen,Rheinland-Pfalz,DE,879,49.8430557251,6.9161109924,Europe/Berlin,
EDRF,,Bad Durkheim Airport,Bad Durkheim,Rheinland-Pfalz,DE,351,49.4730567932,8.1963891983,Europe/Berlin,
EDRG,,Idar-Oberstein/Gottschied Airport,Idar-Oberstein,Rheinland-Pfalz,DE,1575,49.7322235107,7.3361110687,Europe/Berlin,
EDRH,,Hoppstadten-Weiersbach Airport,Hoppstadten,Rheinland-Pfalz,DE,1093,49.6105575562,7.1866669655,Europe/Berlin,
EDRI,,Linkenheim Airport,Linkenheim,Baden-Wuerttemberg,DE,325,49.1416664124,8.3947219849,Europe/Berlin,
EDRJ,,Saarlouis-Duren Airport,Saarlouis,Saarland,DE,1119,49.3125,6.6744441986,Europe/Berlin,
EDRK,,Koblenz-Winningen Airport,Koblenz,Rheinland-Pfalz,DE,640,50.3255577087,7.5286111832,Europe/Berlin,
EDRL,,Lachen-Speyerdorf Airport,Neustadt an der Weinstrase,Rheinland-Pfalz,DE,394,49.3308334351,8.2097215652,Europe/Berlin,
EDRM,,Traben-Trarbach/Mont Royal Airport,Traben-Trarbach,Rheinland-Pfalz,DE,919,49.9677772522,7.1119441986,Europe/Berlin,
EDRN,,Nannhausen Airport,Simmern,Rheinland-Pfalz,DE,1224,49.9702796936,7.4791669846,Europe/Berlin,
EDRO,,Schweighofen Airport,Schweighofen,Rheinland-Pfalz,DE,492,49.031665802,7.9899997711,Europe/Berlin,
EDRP,,Pirmasens Airport,Pirmasens,Rheinland-Pfalz,DE,1247,49.2644424438,7.4883332253,Europe/Berlin,
EDRS,,Bad Sobernheim-Domberg Airport,Bad Sobernheim,Rheinland-Pfalz,DE,810,49.7908325195,7.6661109924,Europe/Berlin,
EDRT,,Trier-Fohren Airport,Trier,Rheinland-Pfalz,DE,666,49.8638877869,6.7874999046,Europe/Berlin,
EDRV,,Wershofen/Eifel Airport,Aremberg,North-Rhine-Westphalia,DE,1581,50.4513893127,6.7833328247,Europe/Berlin,
EDRW,,Dierdorf-Wienau Airport,Dierdorf,Rheinland-Pfalz,DE,951,50.5661125183,7.6533331871,Europe/Berlin,
EDRY,,Speyer Airport,Speyer,Rheinland-Pfalz,DE,312,49.3047218323,8.4513893127,Europe/Berlin,
EDRZ,ZQW,Zweibrucken Airport,Zweibrucken,Rheinland-Pfalz,DE,1132,49.209400177,7.4005599022,Europe/Berlin,
EDSA,,Albstadt-Degerfeld Airport,Albstadt,Baden-Wuerttemberg,DE,2881,48.2497215271,9.0625,Europe/Berlin,
EDSB,FKB,Karlsruhe Baden-Baden Airport,Baden-Baden,Baden-Wuerttemberg,DE,408,48.7793998718,8.0804996491,Europe/Berlin,
EDSD,,Leipheim Air Base,Leipheim,Bavaria,DE,1604,48.4399986267,10.2356004715,Europe/Berlin,
EDSG,,Grabenstetten Airport,Grabenstetten,Baden-Wuerttemberg,DE,2329,48.5361099243,9.4369440079,Europe/Berlin,
EDSH,,Backnang-Heiningen Airport,Backnang,Baden-Wuerttemberg,DE,965,48.9197235107,9.4552783966,Europe/Berlin,
EDSI,,Binningen Airport,Binningen,Baden-Wuerttemberg,DE,1594,47.7991676331,8.720000267,Europe/Berlin,
EDSK,,Kehl-Sundheim Airport,Kehl,Baden-Wuerttemberg,DE,453,48.5611114502,7.8433327675,Europe/Berlin,
EDSL,,Blumberg Airport,Blumberg,Baden-Wuerttemberg,DE,2290,47.844165802,8.5649995804,Europe/Berlin,
EDSN,,Neuhausen ob Eck Airport,Neuhausen ob Eck,Baden-Wuerttemberg,DE,2638,47.9766654968,8.9038887024,Europe/Berlin,
EDSW,,Altdorf-Wallburg Airport,Altdorf,Baden-Wuerttemberg,DE,623,48.2700004578,7.8419442177,Europe/Berlin,
EDSZ,,Rottweil-Zepfenhahn Airport,Rottweil,Baden-Wuerttemberg,DE,2444,48.1863899231,8.7211112976,Europe/Berlin,
EDTB,,Baden-Oos Airport,Baden-Baden,Baden-Wuerttemberg,DE,404,48.7919425964,8.1858329773,Europe/Berlin,
EDTC,,Bruchsal Airport,Bruchsal,Baden-Wuerttemberg,DE,364,49.1349983215,8.5636110306,Europe/Berlin,
EDTD,ZQL,Donaueschingen-Villingen Airport,Donaueschingen,Baden-Wuerttemberg,DE,2231,47.9733314514,8.5222215653,Europe/Berlin,
EDTF,,Freiburg i. Br. Airport,Freiburg im Breisgau,Baden-Wuerttemberg,DE,801,48.0227775574,7.8324999809,Europe/Berlin,
EDTG,,Bremgarten Airport,Bremgarten,Baden-Wuerttemberg,DE,696,47.9027786255,7.6177778244,Europe/Berlin,
EDTH,,Heubach Airport,Heubach,Baden-Wuerttemberg,DE,1424,48.8027763367,9.9274997711,Europe/Berlin,
EDTK,,Karlsruhe-Forchheim Airport,,Baden-Wuerttemberg,DE,381,48.9759368896,8.3423995972,Europe/Berlin,
EDTL,LHA,Lahr Airport,,Baden-Wuerttemberg,DE,511,48.3693008423,7.8277201653,Europe/Berlin,
EDTM,,Mengen-Hohentengen Airport,Mengen,Baden-Wuerttemberg,DE,1818,48.0538902283,9.3727779388,Europe/Berlin,
EDTN,,Nabern/Teck Airport,Nabern,Baden-Wuerttemberg,DE,1214,48.61277771,9.4772224426,Europe/Berlin,
EDTO,,Offenburg Airport,Offenburg,Baden-Wuerttemberg,DE,509,48.4500007629,7.9247221947,Europe/Berlin,
EDTP,,Pfullendorf Airport,Pfullendorf,Baden-Wuerttemberg,DE,2303,47.9088897705,9.2505559921,Europe/Berlin,
EDTQ,,Pattonville Airport,Pattonville,Baden-Wuerttemberg,DE,919,48.8641662598,9.2247219086,Europe/Berlin,
EDTR,,Herten-Rheinfelden Airport,Rheinfelden,Baden-Wuerttemberg,DE,925,47.5602798462,7.7483329773,Europe/Berlin,
EDTS,,Schwenningen am Neckar Airport,Villingen-Schwenningen,Baden-Wuerttemberg,DE,2169,48.0658340454,8.5713891983,Europe/Berlin,
EDTU,,Saulgau Airport,Bad Saulgau,Baden-Wuerttemberg,DE,1903,48.0294456482,9.5072221756,Europe/Berlin,
EDTW,,Winzeln-Schramberg Airport,Schramberg,Baden-Wuerttemberg,DE,2310,48.2791671753,8.4283332825,Europe/Berlin,
EDTX,,Schwabisch Hall-Weckrieden Airport,Schwabisch Hall,Baden-Wuerttemberg,DE,1299,49.1244430542,9.7811107635,Europe/Berlin,
EDTY,,Adolf Wurth Airport,Schwabisch Hall,Baden-Wuerttemberg,DE,1299,49.1183319092,9.7838888168,Europe/Berlin,
EDTZ,,Konstanz Airport,Konstanz,Baden-Wuerttemberg,DE,1302,47.6819458008,9.13722229,Europe/Berlin,
EDUA,,Stechow-Ferchesar Airport,Stechow-Ferchesar,Brandenburg,DE,148,52.650554657,12.48777771,Europe/Berlin,
EDUB,,Brandenburg-Briest Airport,Brandenburg an der Havel,Brandenburg,DE,102,52.4386100769,12.4583330154,Europe/Berlin,
EDUC,,Briesen Brand Airport,,Brandenburg,DE,230,52.0327987671,13.7491998672,Europe/Berlin,
EDUF,,Falkenberg-Lonnewitz Airport,Uebigau-Wahrenbruck,Brandenburg,DE,312,51.5477790833,13.228055954,Europe/Berlin,
EDUO,,Oberrissdorf Airport,Lutherstadt Eisleben,Saxony-Anhalt,DE,738,51.5424995422,11.5958328247,Europe/Berlin,
EDUS,,Finsterwalde/Schacksdorf Airport,Finsterwalde,Brandenburg,DE,384,51.6074981689,13.7436113358,Europe/Berlin,
EDUW,,Tutow Airport,Demmin,Mecklenburg-Vorpommern,DE,26,53.9219436646,13.2188892365,Europe/Berlin,
EDUY,,Welzow-Sedlitzer See Airport,Welzow,Brandenburg,DE,361,51.5577774048,14.1049995422,Europe/Berlin,
EDUZ,,Zerbst Airport,Zerbst/Anhalt,Saxony-Anhalt,DE,289,52.000831604,12.1486110687,Europe/Berlin,
EDVA,,Bad Gandersheim Airport,Bad Gandersheim,Lower-Saxony,DE,791,51.8541679382,10.0255556107,Europe/Berlin,
EDVC,,Celle-Arloh Airport,Celle,Lower-Saxony,DE,207,52.6872215271,10.1113891602,Europe/Berlin,
EDVE,BWE,Braunschweig Wolfsburg Airport,,Lower-Saxony,DE,295,52.3191986084,10.5560998917,Europe/Berlin,
EDVF,,Blomberg-Borkhausen Airport,Blomberg,North-Rhine-Westphalia,DE,535,51.9172210693,9.1116666794,Europe/Berlin,
